COHORT_SIZE,NUM_LOCAL_EPOCHS,LOCAL_BATCH_SIZE,SHUFFLE_BUFFER,LEARNING_RATE,TARGET_ACCURACY,ROUNDS_BETWEEN_TESTS,NUM_CLIENTS,NUM_CLASSES_PER,MEAN_NUM_DATA_PTS_PER_CLIENT,STD_DEV_NUM_DATA_PTS_PER_CLIENT,PERCENT_DATA_IID,PERCENT_CLIENTS_IID,MAX_THREADS
10,10,10,300,0.1,99,1,100,2,600,0,80,50,0
